X,Y,Category,Outbreak,Location,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source
0,0,Attacks,Violence,"South Asian News Agency, ""Measles’ death toll reaches 45 in Kandhkot,"" December 24, 2012.",Asia,0,0,4/2016,2016,7,7,,"Farooq, Umer. ""16,000 children across country still unreachable for vaccination."" The Express Tribune. April 3, 2016. ",http://tribune.com.pk/story/1077776/16000-children-across-country-still-unreachable-for-vaccination/
0,0,Attacks,Violence,"The Nation. ""Two polio workers sacked over poor performance
."" March 16, 2016. ",Asia,0,0,5/2016,2016,1,0,,"Nauman, Quasim. ""Gunmen Kill Seven Police Officers Guarding Polio Workers in Pakistan."" The Wall Street Journal. April 20, 2016.",http://www.wsj.com/articles/gunmen-kill-seven-police-officers-guarding-polio-workers-in-pakistan-1461163659
0,0,Attacks,Announcement,"The Express Tribune. ""No vaccination please: Polio team attacked by refusing parent."" May 5, 2016. ",Asia,0,0,5/2016,2016,0,0,Announcement,33.52866,71.06760
0,0,Attacks,Violence,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,5/2016,2016,9,1,,"The International News. ""11 booked for refusing polio vaccination in Hangu."" May 7, 2016. ",http://www.thenews.com.pk/print/118134-Briefs
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,5/2016,2016,0,0,Announcement,"Zain, Ali. ""Peshawar anti-polio drive disrupted by twin blasts, injuring 9 police."" Daily Pakistan. May 18, 2016. ",http://en.dailypakistan.com.pk/pakistan/at-least-14-injured-in-peshawar-twin-blasts/
0,0,Attacks,Announcement,"The Nation. ""55 arrested for refusing polio drops to kids."" May 24, 2016. ",Asia,0,0,5/2016,2016,0,0,Announcement,33.85677,73.75889
0,0,Attacks,Announcement,"The Nation. ""Cleric among two held for opposing polio campaign
."" May 25, 2016. ",Asia,0,0,10.8505,2016,0,0,Announcement,32.98972,70.60383
0,0,Attacks,Violence,"The Express Tribune. ""In the thousands: 2,100 parents refuse polio drops."" June 4, 2016. ",Asia,0,0,10.8505,2016,1,0,,24.7649,68.8109
0,0,Attacks,Announcement,"The International News. ""Health officials continue boycott of anti-polio campaign."" December 16, 2015. ",Asia,0,0,10.8505,2016,0,0,Announcement,32.6045,70.9131
0,0,Attacks,Announcement,"Wasif, Sherish. ""Measles: 59 cases reported in the past three months."" The Express Tribune. April 5, 2013.",Asia,0,0,10.8505,2016,0,0,Announcement,30.1984,71.4687
0,0,Attacks,Announcement,"Daud, Khawaja. ""Lady Health Workers in Multan say they can’t deliver polio drops in Ramazan."" Daily Pakistan. June 23, 2016.",Asia,0,0,10.8505,2016,0,0,Announcement,28.3084,70.1337
0,0,Attacks,Violence,"The Express Tribune. ""Protest: ‘Delay Ramazan Mubarik Polio Campaign.'"" The Express Tribune. June 27, 2016.",Asia,0,0,10.8505,2016,3,0,,33.1105,71.0914
0,0,Attacks,Announcement,"The Express Tribune. ""Barred : Polio workers attacked in Karak."" The Express Tribune. June 28, 2016.",Asia,0,0,10.8505,2016,0,0,Announcement,30.3741,68.5903
0,0,Polio,Polio,"Muscat Daily. ""44 CASES OF MEASLES REGISTERED TILL APRIL END: MINISTRY OF HEALTH."" May 8, 2017. ",Asia,0,0,12/2016,2016,19,0,Cluster,32.6675,69.8597
0,0,Attacks,Violence,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,8/2016,2016,1,0,,"The Express Tribune. ""Second polio case reported in two months."" December 14, 2016. ",http://tribune.com.pk/story/1263329/crippling-virus-second-polio-case-reported-two-months/
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,8/2016,2016,0,0,Announcement,"Bureau report. ""Afghan national arrested for harassing polio workers."" The News. August 2, 2016.",https://www.thenews.com.pk/print/139369-Afghan-national-arrested-for-harassing-polio-workers
0,0,Attacks,Announcement,"Mohmand, Mureeb. ""TTP-Jamaat Ahrar claims responsibility for attack on polio team in Charsadda.""  The Express Tribune. November 24, 2014.",Asia,0,0,8/2016,2016,0,0,Announcement,"Samaa Web Desk. ""Measles outbreak declared in Khyber Agency."" Samaa TV. August 8, 2016.",http://www.samaa.tv/health/2016/08/measles-outbreak-declared-in-khyber-agency/
0,0,Attacks,Announcement,"Khan, Shahid. ""13 districts declared high risk in KP anti-polio campaign."" Daily Times. August 29, 2016. ",Asia,0,0,8/2016,2016,0,0,Announcement,Pakistan ,25.89430
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,8/2016,2016,0,0,Announcement,"Chaudhry, Suleman. ""IMB concerned over efficacy of anti-polio campaigns in Sindh."" Daily Times. August 29, 2016. ",http://dailytimes.com.pk/punjab/29-Aug-16/imb-concerned-over-efficacy-of-anti-polio-campaigns-in-sindh
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,9/2016,2016,0,0,Announcement,"Khan, Javed. ""Police not providing enough security to polio vaccination teams."" Daily Times. August 31, 2016. ",http://dailytimes.com.pk/khyber-pakhtunkhwa/31-Aug-16/police-not-providing-enough-security-to-polio-vaccination-teams
0,0,Attacks,Violence,"The Express Tribune. ""Hindering polio drive: Three arrested for refusing drops to children."" September 1, 2016. ",Asia,0,0,9/2016,2016,1,0,,27.56399,68.21513
0,0,Measles,Measles,"Daily Times. ""Lady polio worker injured in Larkana."" September 2, 2016. ",Asia,0,0,9/2016,2016,3,0,Cluster,31.616667,69.550000
0,0,Attacks,Violence,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,9/2016,2016,1,1,Isolated,34.014975,71.580490
0,0,Other,Diphtheria,"""Fatal Outbreak: Measles Kills Two Infants in North Waziristan,"" The Express Tribune, August 30, 2012.",Asia,0,0,9/2016,2016,17,5,Cluster,31.170406,72.709716
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,9/2016,2016,0,0,Announcement,"Mehar, Muhammad Ashraf. ""Residents blame health dept for diphtheria outbreak."" September 20, 2016.",http://nation.com.pk/national/20-Sep-2016/residents-blame-health-dept-for-diphtheria-outbreak
0,0,Attacks,Violence,"News.com.au. ""Gunmen kill polio vaccinator in Pakistan."" October 17, 2012.",Asia,0,0,9/2016,2016,9,0,,34.149433,71.742781
0,0,Attacks,Announcement,"Mohmand, Mureeb. ""Anti-polio campaign: Roadside explosion in Charsadda injures nine.""  The Express Tribune. September 27, 2016.",Asia,0,0,9/2016,2016,0,0,Announcement,34.287572,71.934206
0,0,Attacks,Announcement,"Callaway, Ewen. ""Polio campaign at turning point, after Pakistan killings."" Nature. December 21, 2012.",Asia,0,0,9/2016,2016,0,0,Announcement,31.014033,68.333928
0,0,Attacks,Announcement,32.66748,Asia,0,0,9/2016,2016,0,0,Announcement,33.729388,73.093146
0,0,Attacks,Announcement,32.66748,Asia,0,0,9/2016,2016,0,0,Announcement,"Qasim, Muhammad. ""Misconceptions about polio vaccines damaging anti-polio campaigns."" The News International. September 30, 2016. ",https://www.thenews.com.pk/print/153816-Misconceptions-about-polio-vaccines-damaging-anti-polio-campaigns
0,0,Attacks,Announcement,"Muscat Daily. ""44 CASES OF MEASLES REGISTERED TILL APRIL END: MINISTRY OF HEALTH."" May 8, 2017. ",Asia,0,0,10/2016,2016,0,0,Announcement,30.375321,69.345116
0,0,Attacks,Violence,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,10/2016,2016,1,1,Announcement,"""Woman blasts polio workers for wanting to vaccinate her children.""Samaa TV. October 5, 2016.",http://www.samaa.tv/editor-s-choice/2016/10/woman-blasts-polio-workers-for-wanting-to-vaccinate-her-children/
0,0,Attacks,Violence,"The Nation. ""Two police personnel injured in firing on polio teams."" January 12, 2016. ",Asia,0,0,10/2016,2016,1,1,Announcement,34.001506,71.385406
0,0,Attacks,Violence,"""Polio worker killed in northwest Pakistan: officials."" Yahoo News. October 26, 2016.",Asia,0,0,10/2016,2016,1,1,Announcement,27.529952,68.758142
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,11/2016,2016,0,0,Announcement,"""Doctor on anti-polio drive duty shot, wounded."" Dawn. October 26, 2016.",http://www.dawn.com/news/1292266/doctor-on-anti-polio-drive-duty-shot-wounded
0,0,Attacks,Announcement,"Rehman, Dawood. ""War on polio: 88 parents may face arrest in Peshawar for refusing to vaccinate children."" Daily Pakistan Global. November 8, 2016.",Asia,0,0,11/2016,2016,0,0,Announcement,32.214296,70.377730
0,0,Other,Diphtheria,"""Polio official, uncle kidnapped in Tank."" Dawn. November 9, 2016. ",Asia,0,0,11/2016,2016,100,30,Epidemic,Pakistan (Waziristan),32.320237
0,0,Attacks,Announcement,"Callaway, Ewen. ""Polio campaign at turning point, after Pakistan killings."" Nature. December 21, 2012.",Asia,0,0,12/2016,2016,0,0,Announcement,28.490733,65.095779
0,0,Other,Diphtheria,"Mohmand, Mureeb. ""TTP-Jamaat Ahrar claims responsibility for attack on polio team in Charsadda.""  The Express Tribune. November 24, 2014.",Asia,0,0,12/2016,2016,398,0,Epidemic,"""16,000 children in Balochistan not vaccinated against polio virus."" Dawn. December 2, 2016.",http://reliefweb.int/report/pakistan/16000-children-balochistan-not-vaccinated-against-polio-virus
0,0,Measles,Measles,"Mohmand, Mureeb. ""TTP-Jamaat Ahrar claims responsibility for attack on polio team in Charsadda.""  The Express Tribune. November 24, 2014.",Asia,0,0,12/2016,2016,9000,0,Epidemic,"""16,000 children in Balochistan not vaccinated against polio virus."" Dawn. December 2, 2016.",http://reliefweb.int/report/pakistan/16000-children-balochistan-not-vaccinated-against-polio-virus
0,0,Attacks,Announcement,"The Express Tribune. ""None for the team: Parents of over 12,000 children refuse polio vaccination."" March 20. 2016. ",Asia,0,0,12/2016,2016,0,0,Announcement,34.021103,71.287421
0,0,Attacks,Announcement,"Shah, Noorwali. ""Immunisation drive: K-P witnesses sudden uptick in measles cases."" The International Herald Tribune. August 9, 2012.",Asia,0,0,12/2016,2016,0,0,Announcement,34.333882,73.201062
0,0,Attacks,Announcement,"The Express Tribune. ""None for the team: Parents of over 12,000 children refuse polio vaccination."" March 20. 2016. ",Asia,0,0,12/2016,2016,0,0,Announcement,"Daily Times. ""Three lose job for refusing vaccination duty."" December 22, 2016. ",http://www.dawn.com/news/1303775/three-lose-job-for-refusing-vaccination-duty
0,0,Attacks,Violence,"Pirzada, Shamsul-Amin. ""Anti-polio drive halted amid death of kids."" Daily Times. December 24, 2016. ",Asia,0,0,12/2016,2016,3,0,,30.972670,72.484986
0,0,Measles,Measles,"Callaway, Ewen. ""Polio campaign at turning point, after Pakistan killings."" Nature. December 21, 2012.",Asia,0,0,12/2016,2016,45,5,Epidemic,"The Nation. ""Anti-polio team thrashed."" December 25, 2016. ",http://nation.com.pk/national/25-Dec-2016/anti-polio-team-thrashed
0,0,Attacks,Announcement,"Khan, Shahid. ""13 districts declared high risk in KP anti-polio campaign."" Daily Times. August 29, 2016. ",Asia ,0,0,12/2016,2016,0,0,Announcement,"Balochwarna News. ""Balochistan: Measles claims lives of five children, another 40 fighting for life."" December 24, 2016. ",http://balochwarna.com/2016/12/24/balochistan-measles-claims-lives-of-five-children-another-40-fighting-for-life/
0,0,Attacks,Announcement,"McKenna, Maryn. ""CRITICAL VACCINE SHORTAGE THREATENS POLIO ERADICATION EFFORTS."" Newsweek. December 29, 2016. ",Asia,0,0,12/2016,2016,0,0,Announcement,http://www.newsweek.com/2017/01/06/critical-vaccine-shortage-threatens-polio-eradication-efforts-536844.html,Pakistan (Fata)
0,0,Attacks,Announcement,"Shah, Noorwali. ""Immunisation drive: K-P witnesses sudden uptick in measles cases."" The International Herald Tribune. August 9, 2012.",Asia,0,0,1/2017,2017,0,0,Announcement,"Business Recorder. ""JUI-Fata opposes anti-polio drive."" December 29, 2016. ",http://www.brecorder.com/general-news/172/118034/
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,1/2017,2017,0,0,Announcement,"Dawn. ""Help of ulema sought to tackle polio refusal cases."" January 2, 2017. ",http://www.dawn.com/news/1305904/help-of-ulema-sought-to-tackle-polio-refusal-cases
0,0,Attacks,Violence,66.18164,Asia,0,0,1/2017,2017,1,0,,26.734058,67.779482
0,0,Attacks,Announcement,"Daily Times. ""Children of lady polio worker observe hunger strike."" January 4, 2017. ",Asia,0,0,1/2017,2017,0,0,Announcement,25.381751,68.369390
0,0,Attacks,Announcement,"The International News. ""Health officials continue boycott of anti-polio campaign."" December 16, 2015. ",Asia,0,0,1/2017,2017,0,0,Announcement,32.546259,70.716847
0,0,Polio,Polio,"Khan, Shahid. ""13 districts declared high risk in KP anti-polio campaign."" Daily Times. August 29, 2016. ",Asia,0,0,3/2017,2017,2,0,Cluster,30.907255,http://polioeradication.org/polio-today/polio-now/this-week/
0.0,66.450959,Attacks,Violence,"The Express Tribune. ""Four beat up polio staff."" November 26, 2015. ",Asia,66.450959,0,1/2017,2017,14,14,,"Polio Global Eradication Initiative. ""Polio this week as of 15 March 2017."" March 15, 2017. ",30.182971
0,0,Measles,Measles,"Callaway, Ewen. ""Polio campaign at turning point, after Pakistan killings."" Nature. December 21, 2012.",Asia,0,0,1/2017,2017,12,2,Cluster,"Roggio, Bill. ""Pakistani Taliban suicide bomber detonates at polio vaccination center."" FDD's Long War Journal. January 13, 2017. ",http://www.longwarjournal.org/archives/2016/01/pakistani-taliban-suicide-bomber-detonates-at-polio-vaccination-center.php
0,0,Attacks,Announcement,"The Express Tribune. ""None for the team: Parents of over 12,000 children refuse polio vaccination."" March 20. 2016. ",Asia,0,0,1/2017,2017,0,0,Announcement,"Mandokhail, Rafiullah. ""2 children die of measles."" Pakistan Observer. January 10, 2017. ",http://pakobserver.net/2-children-die-of-measles/
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,1/2017,2017,0,0,Announcement,"Dawn. ""Anti-polio drive postponed in Khyber at eleventh hour."" January 16, 2017. ",http://www.dawn.com/news/1308733/anti-polio-drive-postponed-in-khyber-at-eleventh-hour
0,0,Attacks,Announcement,"Callaway, Ewen. ""Polio campaign at turning point, after Pakistan killings."" Nature. December 21, 2012.",Asia,0,0,1/2017,2017,0,0,Announcement,"Yusufzai, Ashfaq. ""Polio eradication plan in Peshawar in limbo for want of officials."" Dawn. January 16, 2017. ",http://www.dawn.com/news/1308736/polio-eradication-plan-in-peshawar-in-limbo-for-want-of-officials
0,0,Attacks,Announcement,"South Asian News Agency, ""Measles’ death toll reaches 45 in Kandhkot,"" December 24, 2012.",Asia,0,0,1/2017,2017,0,0,Announcement,"Dunya News. ""Anti-polio drive suspended in 15 districts of Balochistan due to snowfall."" January 16, 2017. ",http://dunyanews.tv/en/Pakistan/370604-Antipolio-drive-suspended-in-15-districts-of-Balo
0,0,Attacks,Announcement,"Dunya News. ""Family protests claiming their baby died of anti-polio vaccine."" January 21, 2017. ",Asia,0,0,1/2017,2017,0,0,Announcement,25.529105,69.013571
0,0,Attacks,Announcement,"Malik, Amer. ""Causes of 146 measles deaths listed in probe."" The News International. December 10, 2013.
",Asia,0,0,1/2017,2017,0,0,http://timesofindia.indiatimes.com/city/pune/public-hosps-grapple-with-polio-jab-crunch/articleshow/56766953.cms,33.598394,73.044135
0,0,Attacks,Announcement,"The News, ""WHO reports 27 measles deaths in Sindh,"" May 31, 2012.",Asia,0,0,1/2017,2017,0,0,Announcement,"Pakistan Today. ""Polio workers protest against non payment of salary."" January 28, 2017. ",http://www.pakistantoday.com.pk/2017/01/28/polio-workers-protest-against-non-payment-of-salary/
0,0,"Isalkar, Umesh. ""Public hospitals grapple with polio jab crunch."" Times of India. January 25, 2017. ",Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,1/2017,2017,0,0,Announcement,"The News International.""Parents arrested in South Waziristan for refusing polio drops."" January 28, 2017.  ",https://www.thenews.com.pk/print/182311-Parents-arrested-in-South-Waziristan-for-refusing-polio-drops
0,0,Attacks,Announcement,"The Express Tribune. ""In the line of fire: Vehicle of polio drive supervisor targeted in Parachinar."" December 30, 2015.",Asia,0,0,2/2017,2017,0,0,Announcement,"Farooq, Umer. ""K-P polio drive misses over 40,000 children."" The Express Tribune. January 29, 2017. ",http://tribune.com.pk/story/1310190/k-p-polio-drive-misses-40000-children/
0,0,Attacks,Announcement,"South Asian News Agency, ""Measles’ death toll reaches 45 in Kandhkot,"" December 24, 2012.",Asia,0,0,2/2017,2017,0,0,Announcement,"Izharullah. ""Polio drop refusal: Peshawar decides to arrest 500 parents."" The Express Tribune. February 13, 2017. ",https://tribune.com.pk/story/1324968/polio-drop-refusal-peshawar-decides-arrest-500-parents/
0,0,Attacks,Announcement,"Khan, Khawar. ""Measles epidemic feared in Karachi, interior Sindh."" Geo Tv. February 27, 2017. ",Asia,0,0,3/2017,2017,0,0,Announcement,34.952621,72.331113
0,0,Attacks,Announcement,"Malik, Amer. ""Causes of 146 measles deaths listed in probe."" The News International. December 10, 2013.
",Asia,0,0,3/2017,2017,0,0,Announcement,"Farooq, Umer. ""After multiple drives: 139,097 children in K-P still go unvaccinated."" The Express Tribune. March 7, 2017. ",https://tribune.com.pk/story/1348036/multiple-drives-139097-children-k-p-still-go-unvaccinated/
0,0,Attacks,Announcement,"The News. ""Latest case shows poliovirus active in Rawalpindi."" March 16, 2017",Asia,0,0,3/2017,2017,0,0,Announcement,29.804542,71.740567
0,0,Attacks,Announcement,"Callaway, Ewen. ""Polio campaign at turning point, after Pakistan killings."" Nature. December 21, 2012.",Asia,0,0,3/2017,2017,0,0,Announcement,"Qami, Owais. ""Contaminated water causing polio in south Punjab, residents say."" The Express Tribune. March 19, 2017. ",https://tribune.com.pk/story/1359803/contaminated-water-causing-polio-south-punjab-residents-say/
0,0,Attacks,Announcement,"Wasif, Sherish. ""Measles: 59 cases reported in the past three months."" The Express Tribune. April 5, 2013.",Asia,0,0,3/2017,2017,0,0,Announcement,30.198381,71.468703
0,0,Attacks,Announcement,32.66748,Asia,0,0,4/2017,2017,0,0,Announcement,"Qarni, Owais. ""Female polio staff face insults, harassment in Multan."" The Express Tribune. March 26, 2017. ",https://tribune.com.pk/story/1366091/female-polio-staff-face-insults-harassment-multan/
0,0,Attacks,Violence,"Malik, Amer. ""Causes of 146 measles deaths listed in probe."" The News International. December 10, 2013.
",Asia,0,0,4/2017,2017,1,0,,"IANS. ""Polio refusal among Pakistani literates baffles officials."" Indian Express. April 1, 2017.",http://indianexpress.com/article/world/polio-refusal-among-pakistani-literates-baffles-officials-4594921/
0,0,Other,Chicken Pox,"The Nation. ""Two polio workers sacked over poor performance
."" March 16, 2016. ",Asia,0,0,4/2017,2017,21,11,Cluster,31.418714,73.079107
0,0,Attacks,Announcement,"Pakistan Observer. ""One Held for Torturing Polio Worker."" March 16, 2016. ",Asia,0,0,4/2017,2017,0,0,Announcement,27.957040,68.637993
0,0,Attacks,Announcement,"""Fatal Outbreak: Measles Kills Two Infants in North Waziristan,"" The Express Tribune, August 30, 2012.",Asia,0,0,4/2017,2017,0,0,Announcement,31.147130,75.341218
0,0,Attacks,Violence,"Pirzada, Shamsul-Amin. ""Anti-polio drive halted amid death of kids."" Daily Times. December 24, 2016. ",Asia,0,0,4/2017,2017,1,0,,"Ousat, Ali. ""Polio: Health workers unsure about meeting vaccination target."" The Express Tribune. April 20, 2017. ",https://tribune.com.pk/story/1388425/polio-health-workers-unsure-meeting-vaccination-target/
0,0,Measles,Measles,"The Nation. ""Three held for bullying anti-polio worker."" April 22, 2017. ",North America,0,0,5/2011,2011,3,0,Secondary,8.537981,-80.782127
0,0,Measles,Measles,"Winner, Don . ""Three Cases of Measles Detected in Panama."" Panama-Guide, May 18, 2011.",Australia,0,0,10/2013,2013,2,0,Isolated,-6.31499,143.95555
0,0,Measles,Measles,"Winner, Don . ""Three Cases of Measles Detected in Panama."" Panama-Guide, May 18, 2011.",Australia,0,0,3/2014-9/2014,2014,1703,10,Epidemic,-4.98497,145.13758
0,0,Other,Chicken Pox,"Tiriman, Caroline. ""Concern over deaths and rising measles cases in PNG's Madang."" ABC Radio Australia. September 9, 2014.",South America,0,0,42644.0,2016,282,6,Epidemic,-9.189967,-75.015152
0,0,Other,Yellow Fever,"Tiriman, Caroline. ""Concern over deaths and rising measles cases in PNG's Madang."" ABC Radio Australia. September 9, 2014.",South America,0,0,42826.0,2017,14,2,Cluster,"""A child with chickenpox died in Almenara Hospital."" RPP Noticias. October 20, 2016.",http://rpp.pe/peru/actualidad/nino-con-varicela-fallecio-en-hospital-almenara-noticia-1003885
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,01/2008-12/2008,2008,874,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,01/2009-12/2009,2009,1485,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
121.77402,12.87972,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,12.87972,121.77402,1/2010-4/2010,2010,1794,0,Epidemic,13.546421,121.774017
0,0,Measles,Measles,"Naval, Gerard. ""Measles cases rise more than 300 percent."" Malaya, May 21, 2010.",Asia,0,0,3/2010,2010,476,0,Epidemic,16.437496,121.07937
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,1/2011-12/2011,2011,6538,0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,01/2012-06/2012,2012,672,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
0.0,122.31079,Other,Typhoid Fever,13.71004,Asia,122.31079,0,3/2012,2012,999,4,Epidemic,10.3157,123.88544
0,0,Measles,Measles,"Sun Star. ""Nearly 1,000 show signs of typhoid."" March 7, 2012.",Asia,0,0,10.64074,2012,51,0,Epidemic,122.96896,1/2012-7/2012
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,1/2013-12/2013,2013,1724,75,Epidemic,14.60905,121.02226
0,0,Measles,Measles,"GMA News. ""San Lazaro Hospital fills up with measles cases as outbreak continues."" January 3, 2014.",Asia,0,0,8/2013,2013,15,0,Cluster,11.70611,122.36444
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,1/2014-12/2014,2014,58010,110,Epidemic,"PhilStar. ""Kalibo under state of calamity over measles outbreak."" September 5, 2013.",http://www.philstar.com/nation/2013/09/05/1175381/kalibo-under-state-calamity-over-measles-outbreak
0.0,122.31079,Measles,Measles,13.71004,Asia,122.31079,0,40.10000,2014,11,0,Cluster,"Herriman, Robert. ""Philippines measles outbreak:58,010 cases, 110 deaths."" Outbreak News Today. February 28, 2015.",http://outbreaknewstoday.com/philippines-measles-outbreak-2014-58010-cases-110-deaths-31292/
0,0,Measles,Measles,"Soucheray, Stephanie. ""Sixth Brazilian state reports yellow fever."" CIDRAP. April 27, 2017. ",Asia,0,0,11.20363,2015,2231,2,Epidemic,122.56503,http://outbreaknewstoday.com/measles-in-asia-mongolia-cases-way-up-philippines-and-vietnam-down-significantly-37715/
0,0,Measles,Measles,1/2015-6/2015,Europe,0,0,51.919438,2009,214,0,Epidemic,19.145136,1/2008-12/2009
0,0,Measles,Measles,1/2015-6/2015,Europe,0,0,11/2011-10/2012,2012,49,0,Cluster,42.9725,http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
21.01223,52.22968,Rubella,Rubella,1/2015-6/2015,Europe,52.22968,21.01223,11/2011-10/2012,2012,5403,0,Epidemic,42.9725,http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
16.12793,52.50953,Rubella,Rubella,1/2015-6/2015,Europe,52.50953,16.12793,1/2013-12/2013,2013,39122,0,Epidemic,53.35931,20.41955
0,0,Rubella,Rubella,1/2015-6/2015,Europe,0,0,"Tinder, Paul. ""ECDC reports 12,096 measles cases in EU last year."" Vaccine News Daily. 
January 10, 2014.",2016,1293,0,Epidemic,http://vaccinenewsdaily.com/medical_countermeasures/329245-ecdc-reports-12096-measles-cases-in-eu-last-year/,11/2015-10/2016
0,0,Measles,"Measles
","European Center for Disease Prevention and Control. ""Surveillance Data."" December 12, 2016.  ",Europe,0,0,27.570589,2008,1,0,Isolated,39.399872,-8.224454
0,0,Mumps,Mumps,"Giria, M. ""Report on the measles situation in Portugal."" Eurosurveillance 13, no. 42 (2008).",Europe,0,0,42795.0,2017,4,0,Cluster,41.157944,-8.629105
0,0,Measles,Measles,"Santos-Silva, Andre. ""Mumps, human, Porto, Portugal."" ProMED. March 25, 2017. ",Europe,0,0,42826.0,2017,31,1,Cluster,http://www.promedmail.org/post/4924853,Portugal
0,0,Polio,Polio,"""Vigilância do sarampo continua em 'alerta elevado.'"" Observador. June 7, 2017.",Africa,0,0,11/2010,2010,184,85,Epidemic,-0.228021,15.827659
0,0,Measles,Measles,"""Vigilância do sarampo continua em 'alerta elevado.'"" Observador. June 7, 2017.",Africa,0,0,1/2013-12/2013,2013,900,0,Epidemic,-4.26667,15.28333
0,0,Measles,Measles,"Xinhua News. ""Congo : Plus de 900 cas de rougeole détectés en 2013."" Afriquinfos. December 18, 2013.",Europe,0,0,1/2011-12/2011,2011,4189,0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
24.96676,45.94316,Measles,Measles,"Xinhua News. ""Congo : Plus de 900 cas de rougeole détectés en 2013."" Afriquinfos. December 18, 2013.",Europe,45.94316,24.96676,11/2011-10/2012,2012,4154,0,Epidemic,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
